text,label,score,start,end,source
"But it seems unlikely to longtime American officials and many of the European diplomats filtering into Munich that Mr. Putin has gone to all this expense and all this effort, and put his legacy on the line, just to paint inside the lines of the existing order. He wants to upturn it.",Rebuttal,0.8935739994049072,6871,7154,blinken-russia-ukraine-predictions
"Since Mr. Putin came to power 20 years ago, “Russia has been challenging that system,’’ Angela Stent, a Brookings Institution scholar and the former national intelligence officer for Russia and Eurasia, wrote recently in Foreign Affairs. “The current crisis is ultimately about Russia redrawing the post-Cold War map and seeking to reassert its influence over half of Europe, based on the claim that it is guaranteeing its own security.”",Evidence,0.6440642476081848,7154,7591,blinken-russia-ukraine-predictions
That does not mean there is no way out.,Rebuttal,0.7872887253761292,7591,7630,blinken-russia-ukraine-predictions
"In the Cuban missile crisis, the closest the world came to nuclear annihilation during the Cold War, Mr. Khrushchev ultimately took his missiles home, in return for a secret promise — which Mr. Kennedy delivered on months later — to take American Jupiter missiles out of Turkey, where their nuclear warheads were in easy range of the Soviet Union.",Evidence,0.9632332921028137,7630,7977,blinken-russia-ukraine-predictions
"It is a historical example that has lingered in the background of Situation Room debates about how to negotiate with Mr. Putin, according to two participants, who described the debates on the condition of anonymity. When Mr. Blinken offered in his speech on Thursday to meet his Russian counterpart in Europe next week, and ultimately to put together “a summit of key leaders, in the context of de-escalation, to reach understandings on our mutual security concerns,’’ it was part of the search for a modern-day analogue.",Evidence,0.9891172051429749,7977,8498,blinken-russia-ukraine-predictions
"Mr. Biden is no stranger to such trade-offs. He is perhaps the last politician still serving in Washington who played a key role in the debates over how to resolve disputes over long-forgotten arms control treaties with the Soviets, called SALT I and SALT II. He has already noted, at a news conference in January, that Ukraine won’t be accepted into NATO for a long while, a signal to Moscow that there was room to deal.",Evidence,0.9642860889434814,8498,8919,blinken-russia-ukraine-predictions
"And there may be. But by next week, one senior administration official said late Thursday, it may be too late.",Evidence,0.4205857813358307,8919,9029,blinken-russia-ukraine-predictions
"As Omicron wanes in the United States, hopes are reviving for a brighter year in travel. But the new variant has also substantially altered the landscape. ",Claim,0.32275715470314026,0,155,bucket-list-travel
Our reporters explored some of the biggest travel trends to expect this year. Cities are back. Edu-vacations are a thing. And sexual wellness travel is on the rise. ,Evidence,0.7460879683494568,155,320,bucket-list-travel
"Experts say that travelers are ready to “go big” in 2022 with bucket-list trips to far-flung destinations, after nearly two years of stagnation. ",Counterclaim,0.6380918025970459,320,465,bucket-list-travel
"We want to hear from you: What’s in store for you and travel this year? Will you be going all out, or laying low?",Lead,0.8277377486228943,465,578,bucket-list-travel
You can let us know by filling out this form below. We may include your response in an upcoming Travel Dispatch newsletter.,Evidence,0.6823994517326355,578,701,bucket-list-travel
"Dr. Jessi Gold, a psychiatrist at Washington University in St. Louis, knows she’s edging toward burnout when she wakes up, feels instantly angry at her email inbox and doesn’t want to get out of bed. It’s perhaps not surprising that a mental health professional who is trying to stem the rising tide of burnout could burn out sometimes, too. After all, the phenomenon has practically become ubiquitous in our culture.",Evidence,0.882779061794281,0,417,burnout-work-stress
"In a 2021 survey of 1,500 U.S. workers, more than half said they were feeling burned out as a result of their job demands, and a whopping 4.3 million Americans quit their jobs in December in what has come to be known as the “great resignation.” When people think of burnout, mental and emotional symptoms such as feelings of helplessness and cynicism often come to mind. But burnout can lead to physical symptoms as well, and experts say it can be wise to look out for the signs and take steps when you notice them.",Evidence,0.9631801843643188,417,932,burnout-work-stress
"Burnout, as it is defined, is not a medical condition — it’s “a manifestation of chronic unmitigated stress,” explained Dr. Lotte Dyrbye, a physician scientist who studies burnout at the Mayo Clinic. The World Health Organization describes burnout as a workplace phenomenon characterized by feelings of exhaustion, cynicism and reduced efficacy.",Evidence,0.9526765942573547,932,1277,burnout-work-stress
"“You start not functioning as well, you’re missing deadlines, you’re frustrated, you’re maybe irritable with your colleagues,” said Jeanette M. Bennett, a researcher who studies the effects of stress on health at the University of North Carolina, Charlotte.",Evidence,0.7583631873130798,1277,1534,burnout-work-stress
"But stress can have wear and tear effects on the body, especially when it doesn’t ease up after a while — so it makes sense that it can incite physical symptoms, too, Dr. Bennett said. When people are under stress, their bodies undergo changes that include making higher than normal levels of stress hormones such as cortisol, adrenaline, epinephrine and norepinephrine. These changes are helpful in the short term — they give us the energy to power through difficult situations — but over time, they start harming the body.",Rebuttal,0.5756803750991821,1534,2058,burnout-work-stress
"Our bodies were “not designed for the kinds of stressors that we face today,” said Christina Maslach, a social psychologist at the University of California, Berkeley, who has spent her career studying burnout.",Claim,0.4667017459869385,2058,2267,burnout-work-stress
Here’s how to recognize burnout in your body and what to do about it.,Claim,0.8529661893844604,2267,2336,burnout-work-stress
"One common burnout symptom is insomnia, Dr. Dyrbye said. When researchers in Italy surveyed frontline health care workers with burnout during the first peak of the pandemic, they found that 55 percent reported having difficulty falling asleep, while nearly 40 percent had nightmares.",Evidence,0.8623834252357483,2336,2619,burnout-work-stress
"Research suggests that chronic stress interferes with the complicated neurological and hormonal system that regulates sleep. It’s a vicious cycle, because not sleeping throws this system even more out of whack. If you’ve noticed you’re unable to sleep at night, that could be a sign that you’re experiencing burnout, Dr. Dyrbye said — and your sleeplessness could exacerbate the problem.",Evidence,0.980728805065155,2619,3006,burnout-work-stress
"Physical exhaustion is another common sign. Dr. Gold said that one of her key symptoms of burnout was fatigue. “I realized I was sleeping every day after work — and I was like, ‘What is wrong with me?’ but it was actually burnout,” she said.",Evidence,0.9171519875526428,3006,3247,burnout-work-stress
"Changes in eating habits — either eating more or less than usual — can also be a sign of burnout: In the study of Italian health care workers, 56 percent reported changes in food habits. People might eat less because they’re too busy or distracted, or they might find themselves craving “those comfort foods that we all like to go to when we need something to make us feel better,” Dr. Bennett said. Research suggests, too, that stress hormones can affect appetite, making people feel less hungry than usual when they’re under a lot of stress, and more hungry than usual when that stress alleviates.",Evidence,0.9897149205207825,3247,3846,burnout-work-stress
"Headaches and stomachaches can also be incited by burnout, Dr. Gold said. One study of people in Sweden suffering from exhaustion disorder — a medical condition similar to burnout — found that 67 percent reported experiencing nausea, gas or indigestion, and that 65 percent had headaches. It’s also important to note that burnout can develop alongside depression or anxiety, both of which can cause physical symptoms. Depression can cause muscle aches, stomachaches, sleep issues and appetite changes. Anxiety is linked to headaches, nausea and shortness of breath.",Evidence,0.9937521815299988,3846,4411,burnout-work-stress
"If you’re experiencing physical symptoms that could be indicative of burnout, consider seeing your primary care doctor or a mental health professional to determine whether they are driven by stress or rooted in other physical conditions, Dr. Dyrbye said. Don’t just ignore the symptoms and assume they don’t matter.",Evidence,0.8881696462631226,4411,4726,burnout-work-stress
"“It’s really easy to blow off your own symptoms, especially in our culture, where we’re taught to work hard,” Dr. Gold said.",Claim,0.4524226486682892,4726,4850,burnout-work-stress
"If it is burnout, then the best solution is to address the root of the problem. Burnout is typically recognized when it is job-driven, but chronic stress can have a variety of causes — financial problems, relationship woes, and caregiving burdens, among other things. Think about “the pebbles in your shoe all the time that you have to deal with,” Dr. Maslach said, and brainstorm ways to remove some of them, at least some of the time. Perhaps you can ask your partner to help more with your toddler’s bedtime routine, or get take-out when you’re especially busy so you don’t have to plan dinner, too.",Evidence,0.8684491515159607,4850,5452,burnout-work-stress
"Despite popular culture coverage of the issue, burnout can’t be “fixed” with better self care, Dr. Maslach said — in fact, this implication only worsens the problem, because it lays the blame and responsibility on those with burnout and implies that they should do more to feel better, which is not the case, she said. However, some lifestyle choices can make burnout less likely. Social support, for instance, can help, Dr. Gold said. This could include talking to a therapist or meeting with friends (even if over Zoom). It may also help to take advantage of mental health or exercise benefits offered by your employer. Sleeping more can help too — so if you’re suffering from insomnia, talk to a doctor about possible treatments, Dr. Bennett suggested.",Evidence,0.9417110681533813,5452,6207,burnout-work-stress
"When burnout stems from job-related woes, it may help to request better working conditions. Dr. Maslach suggested brainstorming with co-workers and presenting your employer with ideas that would help — like providing quiet areas for breaks and personal phone calls, creating “no meeting” days so that employees can have more time to focus, or ensuring that there’s always coffee in the break room. Even small changes like these can make a dent in the risk for burnout if they fix a problem people face at work every day. “It’s the chronic job stressors that drive people really nuts after a while — they don’t have the right equipment, they don’t have the things they need, they don’t have enough people to do the work,” Dr. Maslach said.",Evidence,0.974457859992981,6207,6945,burnout-work-stress
"Taking time off work could also help, but it’s likely only a temporary Band-Aid, Dr. Gold said. She compares it to using a bucket to empty water out of a sinking ship. “It’s still sinking, right? You have to do more than just occasionally take the water out,” she said. Still, it is important to take time off regularly, Dr. Dyrbye said.",Evidence,0.9643130898475647,6945,7282,burnout-work-stress
"Ultimately, you want to ensure you have some freedom and autonomy in your job, Dr. Gold said. “Anything you can do to regain an element of control can be really helpful,” she said. That could mean doing your least favorite work activity right before your break, so you have something to look forward to during the task and time to recover from it afterward. Or it could be trading a dreaded task with a co-worker and, in return, picking up their most hated task, which might not be so difficult for you.",Concluding Statement,0.9446531534194946,7282,7785,burnout-work-stress
"Finally, while you may not want to add more to your plate, try to make a bit of time each day for something you love, Dr. Dyrbye said. Her work has found that surgeons who make time for hobbies and recreation — even just 15 to 20 minutes a day — are less likely to experience burnout than surgeons who don’t.",Evidence,0.7567983269691467,7785,8093,burnout-work-stress
"“You have to have something outside of work that helps you de-stress, that helps you focus and helps you relax,” she said.",Evidence,0.45927539467811584,8093,8215,burnout-work-stress
"The head of the California State University system, the largest four-year higher education system in the country, announced on Thursday that he was resigning, effective immediately. The chancellor, Joseph I. Castro, 55, did not give a specific reason for the decision, which came amid allegations that he had mishandled sexual harassment complaints against an administrator while he was the president of Fresno State University.",Lead,0.7538387179374695,0,428,california-state-chancellor-resigns
"“I have been honored to serve the California State University for more than eight years, including as its eighth chancellor, and the decision to resign is the most difficult of my professional life,” Dr. Castro said in a statement.",Evidence,0.4901183545589447,428,659,california-state-chancellor-resigns
"“While I disagree with many aspects of recent media reports and the ensuing commentary, it has become clear to me that resigning at this time is necessary so that the C.S.U. can maintain its focus squarely on its educational mission and the impactful work yet to be done,” he added.",Concluding Statement,0.36347442865371704,659,941,california-state-chancellor-resigns
"Dr. Castro appeared to be referring to a USA Today investigation published on Feb. 3 that said he had repeatedly declined to discipline Frank R. Lamas, a former vice president for student affairs at Fresno State, despite complaints against him over six years involving sexual harassment, bullying and retaliation.",Evidence,0.898711085319519,941,1254,california-state-chancellor-resigns
"USA Today reported that Dr. Castro knew of at least seven complaints, but that he nonetheless gave Dr. Lamas raises and positive performance evaluations and endorsed him for a lifetime achievement award. The report said Dr. Lamas reached a $260,000 settlement with the university that prohibited him from ever working in the C.S.U. system.",Evidence,0.9239442348480225,1254,1593,california-state-chancellor-resigns
"On Feb. 3, C.S.U. released a statement quoting Dr. Castro as saying that he took the allegations seriously and apologized “to anyone in the Fresno State community who was impacted by Dr. Lamas’s behavior.”",Evidence,0.8598538637161255,1593,1798,california-state-chancellor-resigns
"“Within four days of having a complaint that could be formally investigated, Dr. Lamas was removed from campus and never returned,” he said. He added in that statement that “we faced a series of administrative hurdles in making a change until we had a formal complaint that could be investigated.”",Evidence,0.8745049834251404,1798,2095,california-state-chancellor-resigns
The university said in an email on Friday that Dr. Castro would not be speaking to the media.,Claim,0.4867500066757202,2095,2188,california-state-chancellor-resigns
"On Friday, Dr. Lamas said in an emailed statement that there had been “anonymous” and “malicious and untrue allegations” against him after he started working at Fresno State in 2014, and that he left the university in 2019, agreeing to mediation.",Evidence,0.8488894701004028,2188,2434,california-state-chancellor-resigns
"“I continue to maintain my innocence,” he said.",Claim,0.4215790629386902,2434,2481,california-state-chancellor-resigns
"The California State University board of trustees said on Thursday that it first learned in early February of the concerns about Dr. Castro’s response to allegations involving Dr. Lamas. The board “immediately began reviewing the matter,” and four days after the USA Today report, it announced that it would hold a closed session on Feb. 17.",Evidence,0.9487724900245667,2481,2822,california-state-chancellor-resigns
"That day, Dr. Castro announced that he would resign.",Claim,0.5437723994255066,2822,2874,california-state-chancellor-resigns
Dr. Castro was appointed the chancellor in September 2020 after serving as the president of the system’s Fresno campus since 2013. He was the first California native and the first Mexican American to be appointed to oversee the university.,Evidence,0.5978450179100037,2874,3113,california-state-chancellor-resigns
"He told The New York Times in an interview after his appointment that he thought C.S.U. was “the most important institution in the United States because of the students that we serve,” who are “from all different backgrounds.”",Claim,0.3852183222770691,3113,3339,california-state-chancellor-resigns
"Education advocates and other leaders had said his perspective would reflect those of the students, of whom 43 percent identified as Hispanic or Latinx.",Claim,0.42908015847206116,3339,3491,california-state-chancellor-resigns
"In his resignation statement, Dr. Castro said: “As I know from my own lived experience, our state’s and nation’s diverse and talented young people — especially low-income and first-generation students — deserve access to the transformative power of higher education that so often can seem like an elusive dream.”",Concluding Statement,0.32463568449020386,3491,3803,california-state-chancellor-resigns
"The board said that it was developing a plan to replace Dr. Castro, but that the executive vice chancellor, Steve Relyea, would serve until an interim chancellor could be named for the system, which encompasses 23 campuses, 477,000 students, and 56,000 faculty and staff members.",Evidence,0.7482070326805115,3803,4082,california-state-chancellor-resigns
"It said the trustees intended to pursue steps for a systemwide Title IX assessment, which prohibits sex discrimination in education programs that receive government funding.",Claim,0.5170799493789673,4082,4255,california-state-chancellor-resigns
A swell of police officers and heavy tow trucks closed in on the encampment of truckers on Friday after three weeks of demonstrations had roiled the capital and other parts of the country.,Evidence,0.8576035499572754,0,188,canada-protest-arrests
"Twenty-two days after a trucker convoy rumbled into Canada’s capital to protest pandemic restrictions, hundreds of police officers in downtown Ottawa moved in to arrest protesters Friday, hoping to end weeks of gridlock that have roiled the city, infuriated local residents and shaken the country.",Evidence,0.9588915705680847,188,485,canada-protest-arrests
"After a night of unusually heavy snowfall, rows of police officers in fluorescent jackets edged steadily toward protesters on Parliament Hill, backed by at least two armored vehicles and tactical officers armed with rifles and wearing helmets.",Evidence,0.9253764748573303,485,728,canada-protest-arrests
"By late afternoon, protesters were clashing with police officers in front of Canada’s Senate building. The Ottawa police said that some demonstrators had assaulted officers and had tried to remove their weapons. The police deployed crowd-dispersal spray against demonstrators, and officers on horseback were forcing the crowd back, leading to a rush of people trying to flee in a flood of panic.",Evidence,0.9634272456169128,728,1123,canada-protest-arrests
Images on Canadian television showed police officers dragging one recalcitrant protester on the snowy ground near a truck draped with a Canadian flag.,Evidence,0.8339104652404785,1123,1273,canada-protest-arrests
"At 4:45 p.m., after several hours of making arrests, the police cleared hundreds of protesters from a major intersection outside the Canadian Senate, where a truck blockade has been disrupting daily life.",Evidence,0.7626508474349976,1273,1477,canada-protest-arrests
"Earlier, B.J. Dichter, a spokesman for the truckers’ convoy, wrote on Twitter that it was time for protesters to leave, saying that the police had smashed the windows of one driver’s truck.",Evidence,0.7780008316040039,1477,1666,canada-protest-arrests
Several heavy tow trucks whose license plates had been removed and whose company names were covered with Ottawa police stickers were towing protesters’ trucks away. The police said 21 vehicles had been towed.,Evidence,0.9753761887550354,1666,1874,canada-protest-arrests
"The Ottawa Police Service said that as of Friday evening, more than 100 people had been arrested on various charges, including “mischief,” a serious offense under Canada’s criminal law, which can carry a prison term of up to 10 years.",Evidence,0.842698872089386,1874,2108,canada-protest-arrests
"Among those arrested on Thursday night was Tamara Lich, a leading activist, fund-raiser and singer who in the past has advocated the secession of Canada’s western provinces. She has become one of the main voices of the protest movement.",Evidence,0.9249745607376099,2108,2344,canada-protest-arrests
"The police mobilization comes after mounting criticism that law enforcement personnel have moved too slowly to end the protests, permitting protesters to taunt local residents for wearing masks, honk their horns in quiet residential neighborhoods and undermine local businesses.",Evidence,0.8746832609176636,2344,2622,canada-protest-arrests
Law enforcement officers have created a perimeter with about 100 checkpoints in Ottawa’s downtown core to keep anyone but residents from entering. ,Evidence,0.4895101487636566,2622,2769,canada-protest-arrests
There was a sense of anticipation across the trucker encampment as reports trickled in from their organizers via a text message chain that police cruisers had been seen massing outside the demonstration area.,Evidence,0.7807483077049255,2769,2977,canada-protest-arrests
"“They’re coming in,” said one man wearing a Canadian flag as a cape. “They’re going to corral us.”",Evidence,0.692491352558136,2977,3075,canada-protest-arrests
"While it was proceeding cautiously, the police operation appeared to be the culmination of a tenacious protest that has reverberated around the world and has been a seminal moment in the history of Canadian civil disobedience and law enforcement. Prime Minister Justin Trudeau took the rare step this week of declaring a national public order emergency — the first such declaration in half a century — to end the protests.",Evidence,0.8303332924842834,3075,3497,canada-protest-arrests
"The logjam in the nation’s capital, the weekslong blockade of an Ontario bridge that is vital to automakers’ supply chains and the news media’s projection of all that onto the global stage have given the protests an outsize megaphone and impact.",Evidence,0.7918951511383057,3497,3742,canada-protest-arrests
"As the police move to clamp down on the protests, the so-called “Freedom Convoy” is likely to live on long after the last trucks depart — if only as a vivid template for how civil disobedience can be effective, in particular in a liberal democracy where the threshold for intervention by law enforcement personnel to stop demonstrations can be high.",Evidence,0.8848325610160828,3742,4091,canada-protest-arrests
"Much like Occupy Wall Street in 2011, the Canada convoys show that what seem like fringe political movements can gather force at a time of anxiety — and when the world’s cameras are pointed at them. Back then, the driving force was anger over endemic social inequality. These days it is a lethal global pandemic.",Evidence,0.9830157160758972,4091,4403,canada-protest-arrests
"In addition to Ms. Lich, Chris Barber, another main organizer, was also arrested on Thursday. ",Claim,0.7083037495613098,4403,4497,canada-protest-arrests
"Ms. Lich, of Medicine Hat, Alberta, has emerged as the public face and the most visible leader of the trucker convoy. She is a former fitness instructor who has worked in the energy sector and has sung and played guitar in a band called Blind Monday. ",Evidence,0.862297773361206,4497,4748,canada-protest-arrests
The protests began weeks ago with a loosely organized group of truckers who objected to a requirement that they be vaccinated if they cross the U.S.-Canada border. They expanded into a broader movement opposed to an array of pandemic measures and to Mr. Trudeau generally.,Evidence,0.8099165558815002,4748,5020,canada-protest-arrests
"The image of Canadian police moving in and arresting protesters on Friday in the nation’s capital, backed by tactical officers wielding rifles, is a seminal moment in the history of Canadian law enforcement and civil disobedience.",Evidence,0.564674973487854,5020,5250,canada-protest-arrests
"It is happening just days after Prime Minister Justin Trudeau took the rare step of declaring a national public order emergency, the first time the Canadian government has taken such action in half a century.",Evidence,0.44287335872650146,5250,5458,canada-protest-arrests
"Many of the powers enabled by Mr. Trudeau’s move on Monday had already been given to the police and authorities under a state of emergency enforced earlier by the province of Ontario. But the federal declaration extended them nationwide, and also enabled banks to freeze accounts of protesters and organizers — a step the government says is now underway.",Evidence,0.945977509021759,5458,5812,canada-protest-arrests
"The declaration also gave the government the power to restrict mobility, allowing Ottawa’s police to effectively seal off the city’s downtown core to residents and people who work in the area.",Claim,0.752102792263031,5812,6004,canada-protest-arrests
"Under the act, police services across the country have the power to seize trucks and other vehicles used in the protests. Demonstrations that “go beyond lawful protest” can be banned, the prime minister said this week. But Mr. Trudeau and members of his cabinet offered repeated assurance that the act would not be used to suspend “fundamental rights.”",Evidence,0.9865425825119019,6004,6356,canada-protest-arrests
"Mr. Trudeau’s extraordinary response brought back memories of October 1970 and a tumultuous period known as the October Crisis, when Prime Minister Pierre Elliott Trudeau — Justin Trudeau’s father — quashed a wave of terrorism by a violent Quebec separatist group by invoking the War Measures Act, and then sending in troops to Montreal. It was the only time in Canadian history that the war act was applied in peacetime.",Evidence,0.9320892095565796,6356,6777,canada-protest-arrests
The Emergencies Act was introduced in July 1988 to replace the war act. Mr. Trudeau has said that he would not use his authority under the declaration to deploy the military against the protesters.,Evidence,0.8029153347015381,6777,6974,canada-protest-arrests
"As pop music played from a truck parked in front of the Canada’s Senate building, police officers surrounded the small offshoot encampment on both sides. At one point, “Let’s Get it On” by Marvin Gaye echoed through the streets.",Evidence,0.6409274935722351,6974,7202,canada-protest-arrests
"In olive green riot gear, the police cleared a line through the trucks, having already removed demonstrators from a number of the vehicles. On the other side of the knot of trucks, roughly 40 police officers in red-knit caps began to march down Rideau Street, in Ottawa’s city center, joining others on another side and filling out their ranks with more officers as trucks revved their engines.",Evidence,0.990708589553833,7202,7596,canada-protest-arrests
"In front of Parliament, many members of the main protest group dashed over to watch the slow-moving advance of police officers toward an intersection blocked by other demonstrators and trucks to the east. Protesters swiftly retreated as officers, half a block away, stepped forward.",Evidence,0.8793975114822388,7596,7878,canada-protest-arrests
"“They’re coming in,” said one man wearing a Canadian flag as a cape. “They’re going to corral us.”",Evidence,0.692491352558136,7878,7976,canada-protest-arrests
"The truckers who remained, many of whom have been holding out for weeks, began to grow weary on Friday as the police closed in on them.",Claim,0.4869740903377533,7976,8111,canada-protest-arrests
"Mike Marsh, 48, doesn’t want to leave, but he knows what’s coming. “We can’t stop them,” he said, nodding toward the direction of the police formation heading toward the stronghold of protesters still camped out near Parliament. “All we can do is slow them down.”",Evidence,0.8925086259841919,8111,8374,canada-protest-arrests
"Mr. Marsh hasn’t been a commercial truck driver since getting in an accident two years ago, he said. Now he’s looking for a truck to sleep in tonight to avoid areas now occupied by law enforcement.",Evidence,0.8558369278907776,8374,8571,canada-protest-arrests
"Wearing an umbrella hat emblazoned with the Canadian flag, Mr. Marsh said he couldn’t see a future for himself if the truckers have to back down.",Evidence,0.5728399157524109,8571,8716,canada-protest-arrests
"“If we lose this fight I’m driving straight to Florida,” he said, “because there is no home here for me any more.”",Claim,0.4122923016548157,8716,8830,canada-protest-arrests
"For residents of Ottawa, the clampdown comes as a welcome reprieve after weeks of what many have called an inadequate response from law enforcement to the occupation.",Claim,0.7117354869842529,8830,8996,canada-protest-arrests
"Kathryn Moore, who works in administration at the University of Ottawa, lives west of downtown, close enough that when the wind blew the right way, she could smell diesel fumes and hear horns blaring.",Evidence,0.6967591047286987,8996,9196,canada-protest-arrests
"Since the protests began, Ms. Moore said she hasn’t felt comfortable going to her office. “I headed in a couple times and just turned around,” she said, adding, “I feel relief that this is finally happening.”",Evidence,0.8777123093605042,9196,9404,canada-protest-arrests
"Children scampered gleefully outside in the cold on Thursday, playing street hockey among the growling trucks occupying Parliament Hill and jumping on bouncy castles inflated for their entertainment.",Evidence,0.6208080053329468,9404,9603,canada-protest-arrests
Some were the sons and daughters of the truckers who have been camped here for nearly three weeks. Others were brought by their parents in a show of support for the convoy.,Evidence,0.9573219418525696,9603,9775,canada-protest-arrests
"On Wednesday, Ottawa police officers went truck to truck handing out a notice telling demonstrators they were breaking the law and faced arrest. It warned that anyone taking a minor to an unlawful protest could be fined up to 5,000 Canadian dollars “and/or potentially spend up to five years in prison.”",Evidence,0.9779585003852844,9775,10078,canada-protest-arrests
"Outside Parliament with his son and two daughters on Thursday, wearing “Make America Great Again” baseball caps, Baret McAuley, a retired oil field company manager, said the notice did not change his plans to protest with his children, Emily, 17, and Ryan and Sarah, both 12. They had driven more than 1,700 miles from Moose Jaw, Saskatchewan, a 30-hour trip.",Evidence,0.9803502559661865,10078,10437,canada-protest-arrests
"“I don’t believe that any person with a soul will take away my children,” said Mr. McAuley, 47.",Claim,0.37780630588531494,10437,10532,canada-protest-arrests
"A woman, who requested anonymity because she feared the consequences of violating the police order, said she arrived at the protest that morning with her young child, only to learn en route about the possible risk. They stood waiting on the street for a ride back home, she said, unwilling to take any chances.",Evidence,0.9463001489639282,10532,10842,canada-protest-arrests
"Irwin Elman, who formerly served as Ontario’s child and youth advocate, sharply criticized protesting parents who planned to remain there with children. “To stay there and not exercise a parent’s duty of care to their children, and put their own rights ahead of the rights of their children, it’s unforgivable and selfish,” he said.",Evidence,0.6770651340484619,10842,11174,canada-protest-arrests
"Last week, police said children were present in about 25 percent of the heavy trucks at the protest. As the police appeared to be bracing on Thursday to remove the protesters, there were fewer minors among the trucks.",Evidence,0.9424446225166321,11174,11391,canada-protest-arrests
Interim Ottawa police chief Steve Bell said in a statement Wednesday that police will be working with the Children’s Aid Society and have “a plan” to keep young people safe in the event of their caregivers’ arrest. He did not elaborate.,Evidence,0.9469777345657349,11391,11627,canada-protest-arrests
"In a statement, the Children’s Aid Society of Ottawa on Wednesday urged parents to make child care arrangements should they be arrested. If children and parents are separated due to law enforcement action, the organization said, it will “work to reunite families as soon as possible.”",Evidence,0.9224864840507507,11627,11911,canada-protest-arrests
"Surrounded by five of his eight children, Daryl Sheppard, a teacher from North Bay, Ontario, 220 miles northwest of Ottawa, walked through the protest on Thursday holding an anti-vaccination sign. Mr. Sheppard, 41, said he and his children would remain in Ottawa, in defiance of the emergency orders.",Evidence,0.9718604683876038,11911,12211,canada-protest-arrests
"“I’m not really concerned with laws that infringe on my rights as a citizen, my right to bear witness,” he said.",Claim,0.431428998708725,12211,12323,canada-protest-arrests
"There are plenty of coronavirus deniers and conspiracy theorists among the trucks in downtown Ottawa, but Mike Johnson doesn’t count himself among them.",Evidence,0.4766385555267334,12323,12475,canada-protest-arrests
"Mr. Johnson, 53, said Thursday he wasn’t even particularly concerned about government mandates or vaccine passports until his son urged him to drive to the nation’s capital to protest against them a few weeks ago.",Evidence,0.9518074989318848,12475,12688,canada-protest-arrests
"But now his fire engine red truck, the only thing of significant value he owns, is parked right outside Canada’s Parliament — and Mr. Johnson says he’s prepared for the police to seize it and to forsake his livelihood to defend the cause.",Rebuttal,0.7634939551353455,12688,12926,canada-protest-arrests
"“When we turned our headlights toward Ottawa, I don’t think any of us knew what we were driving into,” said Mr. Johnson, a trucker from Niagara, Ontario. “I didn’t realize how bad it was until I got here.”",Evidence,0.8393068313598633,12926,13131,canada-protest-arrests
"Some among the protesters have links to far-right parties whose support is so low that they hold no seats in the federal Parliament. Mr. Johnson said that he supports one such party, the People’s Party of Canada, whose leader has railed against multiculturalism, immigration and climate change “hysteria.”",Evidence,0.8977844715118408,13131,13436,canada-protest-arrests
"The logjam in the nation’s capital, the weekslong blockade of an Ontario bridge that is vital to automakers’ supply chains and the media projection of all that onto the global stage have given the protests an outsized megaphone and impact.",Evidence,0.776948869228363,13436,13675,canada-protest-arrests
"As the police clamp down on the protests, the so-called “Freedom Convoy” will likely live on long after the last trucks depart — if only as a vivid template of how civil disobedience can be effective, in particular in a liberal democracy where the threshold for law enforcement intervening to stop demonstrations can be high.",Evidence,0.8288736343383789,13675,14000,canada-protest-arrests
"Much like Occupy Wall Street in 2011, the Canada convoys show that what seem like fringe political movements can gather force at a time of anxiety — and when the world’s cameras are pointed at them. Back then, the driving force was anger over endemic social inequality. These days it is a lethal global pandemic.",Evidence,0.9830157160758972,14000,14312,canada-protest-arrests
Mr. Johnson never got vaccinated and didn’t have to — hauling scrap metal around northern Ontario doesn’t require border crossing. He said he believes the coronavirus is real and when people have knocked on the door of his cab to talk about conspiracy theories he refuses to engage.,Evidence,0.9725605249404907,14312,14594,canada-protest-arrests
"“That’s not why I’m here,” he said. “It’s a distraction.”",Claim,0.22395727038383484,14594,14651,canada-protest-arrests
"During the occupation, his centrally located truck became a kind of command station for anyone who needed a break from the bitter cold or a place to charge a phone. The throngs of people who stopped by have moved Mr. Johnson with stories of losing their work because they don’t want to get vaccinated.",Evidence,0.9664930701255798,14651,14952,canada-protest-arrests
"Mr. Johnson believes that even once the police arrive in force, the truckers will have made a lasting mark on the country by drawing attention to their demands.",Claim,0.5196710228919983,14952,15112,canada-protest-arrests
"“This has already been a positive accomplishment,” he said, eyeing the police car parked on the lawn of the Parliament building. “Regardless of what happens.”",Evidence,0.413126677274704,15112,15270,canada-protest-arrests
"Canada has employed strict restrictions in its efforts to fight the coronavirus pandemic. But unlike in the United States, such measures have received very little pushback or politicization.",Evidence,0.5626405477523804,15270,15460,canada-protest-arrests
"However, a month ago, a law was passed requiring truckers who cross the border into the United States to be vaccinated, threatening the livelihoods of unvaccinated truckers.",Rebuttal,0.783822774887085,15460,15633,canada-protest-arrests
"So a group of them, along with other organizations, assembled a convoy and drove across Canada toward the capital, Ottawa, in protest.",Evidence,0.8183137774467468,15633,15767,canada-protest-arrests
"The demonstration, which many thought would last only a few days, has turned into a noisy, three-week occupation and has led Prime Minister Justin Trudeau to declare a state of national emergency.",Evidence,0.5729657411575317,15767,15963,canada-protest-arrests
"“The Daily” explores how Canada got to this point, and what the protest is like on the ground.",Claim,0.6170654296875,15963,16057,canada-protest-arrests
